city_file_number,permit_type,permit_class,status,description_of_development,address,legal_description,neighbourhood_id,neighbourhood,ward,bia,land_parcel_count,latitude,longitude,location,geometry_point,neighbourhood_classification,zoning,permit_date
378824316-002,Major Development Permit,Not Available,Other,To change the use from a Personal Service Shop to a Convenience Retail Store and to construct interior alterations (tenant improvement for a pharmacy),2136 - 109 STREET NW,Plan 8821766 Blk 1 Lot 14,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,,3,53.453028632655084,-113.50973575786243,,"{'type': 'Point', 'coordinates': [-113.50973575786243, 53.453028632655084]}",Redeveloping,CG,
391064782-002,Major Development Permit,Not Available,Other,"To change Use to Veterinary Services and Interior Alterations. 

DP 386617688-002 was issued in Feb. 2021 for same purpose. 

Informed the applicant by phone to cancel.",16412 - ELLERSLIE ROAD SW,Plan 1321077 Blk 1 Lot 1,5505,AMBLESIDE,pihêsiwin Ward,,3,53.42368129195273,-113.60684770509488,,"{'type': 'Point', 'coordinates': [-113.60684770509488, 53.42368129195273]}",Developing,CG,
510268035-002,Sign Permit,Not Available,Other,To install (3) Fascia Sign(s) limited to On-premises Advertising (The Confidence Code Clinic ),"2FL, 9509 - 156 STREET NW",Plan 6530ET Blk 7 Lots 3-6,4580,WEST JASPER PLACE,Nakota Isga Ward,,3,53.531823456144295,-113.58923263017492,,"{'type': 'Point', 'coordinates': [-113.58923263017492, 53.531823456144295]}",,,
315861515-001,Major Development Permit,Not Available,Other,To change the Use from a General Retail Store to an Animal Hospital and Shelter with outdoor dog amenity area.,9955 - 76 AVENUE NW,Condo Common Area (Plan 1321996),6610,RITCHIE,papastew Ward,,3,53.51204799775884,-113.48773462228773,,"{'type': 'Point', 'coordinates': [-113.48773462228773, 53.51204799775884]}",Redeveloping,BE,
627567058-002,Major Development Permit,Not Available,Other,To Continue to Operate a Health Service (Dental Clinic),16729 - 71 STREET NW,Plan 2322452 Blk 9 Lot 14,2700,SCHONSEE,tastawiyiniwak Ward,,3,53.62935111696817,-113.45004076758846,,"{'type': 'Point', 'coordinates': [-113.45004076758846, 53.62935111696817]}",Developing,CN,
427584403-002,Major Development Permit,Permitted Development,Other,To Operate a Health Service with an Accessory Animal Hospital and Shelter,12419 - 118 AVENUE NW,Plan RN46 Blk 40 Lot 12,3240,INGLEWOOD,Anirniq Ward,The Crossroads,3,53.5701153481518,-113.53644701463628,,"{'type': 'Point', 'coordinates': [-113.53644701463628, 53.5701153481518]}",Redeveloping,MU,
659413391-002,Major Development Permit,Permitted Development,In Progress,To add a Health Service to an existing Indoor Sales and Service (doctor's office inside pharmacy) and to construct interior alterations and exterior alterations (new exterior door).,9004 - 118 AVENUE NW,Plan 2307R Blk 1 Lot 30,1010,ALBERTA AVENUE,Métis Ward,Alberta Avenue,3,53.57052962474046,-113.48016266723909,,"{'type': 'Point', 'coordinates': [-113.48016266723909, 53.57052962474046]}",Redeveloping,MU,
420631580-002,Sign Permit,Not Available,Other,To change the copy on (4) existing Fascia On-Premises Signs and (1) Freestanding On-Premises Sign (GRIN DENTAL HYGIENE CENTRE).,14620 - STONY PLAIN ROAD NW,Plan 9323194 Blk 7A Lot 35A,3210,GROVENOR,Nakota Isga Ward,Stony Plain Road and Area,3,53.542309131199815,-113.57356218367266,,"{'type': 'Point', 'coordinates': [-113.57356218367266, 53.542309131199815]}",,DC2,
649370331-002,Major Development Permit,Not Available,Other,To Change the Use from an Indoor Sales and Service to a  Health Service and Indoor Sales and Service (Medical Clinic and Pharmacy,8125 - 97 STREET NW,Plan 4575S Blk 12 Lots 1-7,6610,RITCHIE,papastew Ward,French Quarter,3,53.517726035394816,-113.47902241464489,,"{'type': 'Point', 'coordinates': [-113.47902241464489, 53.517726035394816]}",Redeveloping,MU,
520994637-002,Major Development Permit,Not Available,Other,To add a Health Service use to an Indoor Sales and Service (optometry clinic and eyewear shop) and to construct interior alterations,771 - 75 STREET SW,Plan 9321197 Blk 1 Lot 2,6211,ELLERSLIE,Karhiio Ward,,3,53.42596617329275,-113.44983078710192,,"{'type': 'Point', 'coordinates': [-113.44983078710192, 53.42596617329275]}",Developing,CN,
364672729-001,Sign Permit,Not Available,Other,To install (3) Fascia On-premises Sign (FAMILY DENTAL HEALTH).,5005 - MULLEN ROAD NW,Plan 1823035 Blk 20 Lot 18,5477,MACTAGGART,pihêsiwin Ward,,3,53.433903696196936,-113.5747902133551,,"{'type': 'Point', 'coordinates': [-113.5747902133551, 53.433903696196936]}",,,
378102948-002,Major Development Permit,Not Available,Other,Change the use to a Health Service with Accessory General Retail Store (optometrist store) and to construct interior alterations,14215 - 23 AVENUE NW,Plan 0220792 Blk 70 Lot 89,5640,TERWILLEGAR TOWNE,pihêsiwin Ward,,3,53.453408826982944,-113.56719262447177,,"{'type': 'Point', 'coordinates': [-113.56719262447177, 53.453408826982944]}",Redeveloping,CG,
507781358-002,Major Development Permit,Not Available,Other,To Change the Use from a Minor Indoor Entertainment (Martial Arts Studio) to an Indoor Sales and Service (Pharmacy) and to Construct Interior Alterations (NDPR),9710 - 182 STREET NW,Plan 7821059 Blk 46 Lot 3,4240,LA PERLE,Nakota Isga Ward,,3,53.532828399464066,-113.63852029358472,,"{'type': 'Point', 'coordinates': [-113.63852029358472, 53.532828399464066]}",Redeveloping,DC2,
228582323-003,Minor Development Permit,Permitted Development,Other,To construct an addition to an Extended Medical Treatment Services for Adult Assisted Living (shed 1.25m x 1.85m) with a chimney.,6508 - 134 AVENUE NW,Plan 798MC Blk 1 Lot 1,2080,BELVEDERE,Dene Ward,,3,53.5955911526356,-113.44191335749375,,"{'type': 'Point', 'coordinates': [-113.44191335749375, 53.5955911526356]}",Redeveloping,RSM,
500986258-002,Major Development Permit,Not Available,Other,To Construct Interior Alterations to an Indoor Sale and Service (Veterinary Clinic) (NDPR),13940 - 164 STREET NW,Plan 2220780 Blk 8 Lot 4,4320,MISTATIM INDUSTRIAL,Anirniq Ward,,3,53.60143676260894,-113.60546333875035,,"{'type': 'Point', 'coordinates': [-113.60546333875035, 53.60143676260894]}",Industrial,BE,
352468770-006,Sign Permit,Not Available,Other,To develop a Comprehensive Sign Design Plan (INSTEP PHYSIOTHERAPY).,11225 - 107 AVENUE NW,Plan B4 Blk 12 Lots 191-192,1180,QUEEN MARY PARK,O-day'min Ward,North Edge,3,53.5512606659634,-113.5150457777601,,"{'type': 'Point', 'coordinates': [-113.5150457777601, 53.5512606659634]}",,,
491949867-002,Sign Permit,Not Available,Other,To install (1) Fascia On-Premises Sign(s)  (YELLOWBIRD DENTAL),829 - SADDLEBACK ROAD NW,Plan 7822821 Blk 26 Lot 83,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,,3,53.453189088657055,-113.52478521455045,,"{'type': 'Point', 'coordinates': [-113.52478521455045, 53.453189088657055]}",,,
670428935-002,Sign Permit,Permitted Development,Approved,To install (3) Fascia On-premises Signs (Gentili Health Family Medical Clinic).,9944 - 175 STREET NW,Plan 1922303 Blk 1 Lot 4,4540,TERRA LOSA,Nakota Isga Ward,,3,53.53664244499117,-113.62352243697188,,"{'type': 'Point', 'coordinates': [-113.62352243697188, 53.53664244499117]}",,DC2 1036,2026-08-19T00:00:00.000
667201582-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia Sign limited to On-premises Advertising and (1) Projecting Sign not in the form of a Roof Sign limited to On-premises Advertising (FORMA DENTAL),17044 - 107 AVENUE NW,Plan 8023090 Blk 2 Lot 4A,4300,MCNAMARA INDUSTRIAL,Nakota Isga Ward,,3,53.55381576104766,-113.6166225758449,,"{'type': 'Point', 'coordinates': [-113.6166225758449, 53.55381576104766]}",,BE,2026-08-14T00:00:00.000
668223625-002,Major Development Permit,Discretionary Development,In Progress,To change the use from Convenience Retail Store to an Indoor Sales and Service in the form of a Personal Service Shop (professional medical spa) and to construct interior alterations,2910 - ELLWOOD DRIVE SW,Condo Common Area (Plan 1124803),6214,ELLERSLIE INDUSTRIAL,Karhiio Ward,,3,53.42995724285758,-113.47874433219854,,"{'type': 'Point', 'coordinates': [-113.47874433219854, 53.42995724285758]}",Industrial,EIB,2026-08-05T00:00:00.000
664899481-002,Sign Permit,Not Available,Approved,To install (3) Fascia On-premises Signs (VISTA DENTAL).,12723 - VICTORIA TRAIL NW,Plan 2321749 Blk 42 Lot 22A,2120,CANON RIDGE,Dene Ward,,3,53.580600320064306,-113.38169892838302,,"{'type': 'Point', 'coordinates': [-113.38169892838302, 53.580600320064306]}",,,2026-07-22T00:00:00.000
659704980-002,Sign Permit,Not Available,Approved,To install (1) Fascia Sign limited to On-premises Advertising (PELLE MEDICAL AESTHETICS),5966 - GATEWAY BOULEVARD NW,Condo Common Area (Plan 2122059),5110,CALGARY TRAIL NORTH,papastew Ward,,3,53.49689843736763,-113.49263981884741,,"{'type': 'Point', 'coordinates': [-113.49263981884741, 53.49689843736763]}",,CG,2026-07-22T00:00:00.000
664969351-002,Sign Permit,Permitted Development,Approved,To install a Fascia Sign limited to On-premises Advertising (ALDER Family Clinic).,8808 - 92 STREET NW,Plan 1266AH Blk 2 Lots 2-3,6040,BONNIE DOON,Métis Ward,French Quarter,3,53.523783859981705,-113.46875037173726,,"{'type': 'Point', 'coordinates': [-113.46875037173726, 53.523783859981705]}",,MU,2026-07-22T00:00:00.000
666011528-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia On-premises Sign and (1) Projecting On-premises Sign (EVER HERITAGE MEDICAL CLINIC),11816 - 26 AVENUE SW,Plan 2421140 Unit 2,5472,HERITAGE VALLEY TOWN CENTRE,Ipiihkoohkanipiaohtsi Ward,,4,53.408009043,-113.533045638,,"{'type': 'Point', 'coordinates': [-113.533045638, 53.408009043]}",,DC2,2026-07-20T00:00:00.000
666025188-002,Sign Permit,Permitted Development,Approved,To install a Fascia Sign limited to On-premises Advertising (Eye Nine Optometry).,4320 - 199 STREET NW,Condo Common Area (Plan 2620244),4461,THE HAMPTONS,sipiwiyiniwak Ward,,4,53.479028056,-113.672514083,,"{'type': 'Point', 'coordinates': [-113.672514083, 53.479028056]}",,CN,2026-07-16T00:00:00.000
665205034-002,Sign Permit,Permitted Development,Approved,To install a Fascia Sign limited to On-premises Advertising (Mindbody Physiotherapy & Wellness).,16733 - 127 STREET NW,Plan 1321434 Blk 1 Lot 2,3370,RAPPERSWILL,Anirniq Ward,,3,53.63055646767096,-113.53953642176356,,"{'type': 'Point', 'coordinates': [-113.53953642176356, 53.63055646767096]}",,CG,2026-07-13T00:00:00.000
660759386-002,Sign Permit,Permitted Development,Approved,To install (1) Fascia Sign limited to On-premises Advertising and (2) Projecting Signs not in the form of a Roof Sign limited to On-premises Advertising (NORTH EAST MEDICAL CENTRE | NORTH EDMONTON PHARMACY),16717 - 71 STREET NW,Plan 2322452 Blk 9 Lot 14,2700,SCHONSEE,tastawiyiniwak Ward,,3,53.62935111696817,-113.45004076758846,,"{'type': 'Point', 'coordinates': [-113.45004076758846, 53.62935111696817]}",,CN,2026-07-02T00:00:00.000
661598133-002,Sign Permit,Permitted Development,Approved,To install (4) Fascia On-premises Signs (Millwoods ARP Drugs | Southwood Dental | Millwoods Physical Therapy Centre | Happy Haven Daycare).,4215 - 23 AVENUE NW,Plan 8620696 Blk 17 Lot 36,6150,DALY GROVE,Sspomitapi Ward,,3,53.45444738473423,-113.40803580991383,,"{'type': 'Point', 'coordinates': [-113.40803580991383, 53.45444738473423]}",,DC2 1168,2026-07-02T00:00:00.000
660514951-002,Sign Permit,Permitted Development,Approved,To install (5) Fascia Sign(s) limited to On-premises Advertising and (5) Projecting Sign(s) not in the form of a Roof Sign limited to On-premises Advertising (Farrow | Guardian Dental | OEB Breakfast | Paper Doll | Sip Liquor Market).,10240 - 124 STREET NW,Plan RN22 Blk 33 Lots 17-20,3440,WESTMOUNT,O-day'min Ward,124 Street and Area,3,53.544225223647686,-113.53640227901164,,"{'type': 'Point', 'coordinates': [-113.53640227901164, 53.544225223647686]}",,MU,2026-06-30T00:00:00.000
655421496-002,Sign Permit,Permitted Development,Approved,To install (4) Projecting Sign not in the form of a Roof Sign limited to On-premises Advertising (Hampton Shoppes Medical Clinic & Lessard West Pharmacy),4280 - 199 STREET NW,Condo Common Area (Plan 2620244),4461,THE HAMPTONS,sipiwiyiniwak Ward,,4,53.479028056,-113.672514083,,"{'type': 'Point', 'coordinates': [-113.672514083, 53.479028056]}",,CN,2026-06-18T00:00:00.000
